id,blok_gudang,mode_pengiriman,panggilan_layanan_pelanggan,rating_pelanggan,harga_produk,pembelian_sebelumnya,kepentingan_produk,jenis_kelamin,diskon_ditawarkan,berat_dalam_gram,pengiriman_tepat_waktu
3533,F,kapal,3,4,155.0,2,rendah,Laki-laki,3,5481.0,1
3534,F,darat,2,1,137.0,3,rendah,Laki-laki,1,4539.0,0
3535,C,kapal,5,4,272.0,2,rendah,Perempuan,1,5983.0,1
3536,A,kapal,3,2,250.0,3,sedang,Laki-laki,6,4636.0,0
3537,B,pesawat,2,5,151.0,3,sedang,Laki-laki,9,4767.0,1
3538,D,kapal,5,1,270.0,4,sedang,Perempuan,7,5149.0,0
3539,C,darat,7,5,283.0,5,rendah,Laki-laki,8,1578.0,0
3540,D,kapal,4,4,175.0,2,sedang,Perempuan,10,4927.0,0
3541,A,darat,5,2,261.0,8,sedang,Perempuan,1,3308.0,1
3542,B,darat,4,4,158.0,3,rendah,Perempuan,61,1507.0,1
3543,A,kapal,3,3,265.0,3,sedang,Perempuan,3,5986.0,1
3544,C,pesawat,3,3,207.0,3,tinggi,Laki-laki,1,5632.0,1
3545,D,pesawat,3,5,218.0,3,rendah,Laki-laki,2,5841.0,0
3546,F,kapal,7,3,133.0,5,rendah,Perempuan,4,1783.0,1
3547,F,kapal,5,4,191.0,4,sedang,Laki-laki,63,2039.0,1
3548,C,pesawat,5,2,265.0,4,rendah,Perempuan,7,4883.0,0
3549,A,kapal,2,2,180.0,2,tinggi,Laki-laki,1,4407.0,0
3550,A,kapal,6,5,212.0,4,sedang,Perempuan,13,3676.0,1
3551,C,kapal,4,1,134.0,3,sedang,Laki-laki,7,4933.0,1
3552,D,kapal,4,5,249.0,5,sedang,Laki-laki,3,1530.0,1
3553,F,kapal,3,3,204.0,2,sedang,Perempuan,5,5399.0,0
3554,C,pesawat,2,5,255.0,4,rendah,Perempuan,36,2093.0,1
3555,A,kapal,3,2,223.0,2,rendah,Laki-laki,64,3595.0,1
3556,F,kapal,4,3,250.0,6,sedang,Laki-laki,7,5115.0,1
3557,F,darat,6,3,222.0,5,tinggi,Perempuan,2,4612.0,0
3558,F,kapal,3,2,188.0,6,sedang,Perempuan,1,4856.0,0
3559,A,kapal,4,2,245.0,3,rendah,Perempuan,5,5226.0,0
3560,F,pesawat,3,5,206.0,4,sedang,Laki-laki,10,4321.0,1
3561,A,pesawat,4,2,136.0,2,sedang,Perempuan,17,1285.0,1
3562,A,kapal,4,1,267.0,4,sedang,Laki-laki,2,4024.0,0
3563,B,kapal,4,2,182.0,3,sedang,Laki-laki,9,5735.0,0
3564,C,kapal,3,1,223.0,3,sedang,Perempuan,31,3942.0,1
3565,C,kapal,3,4,160.0,4,rendah,Perempuan,56,1408.0,1
3566,A,kapal,6,2,257.0,4,sedang,Laki-laki,2,1012.0,0
3567,D,kapal,6,1,280.0,4,sedang,Laki-laki,5,1431.0,0
3568,A,darat,5,3,263.0,3,sedang,Perempuan,2,4688.0,0
3569,F,kapal,5,5,271.0,4,rendah,Laki-laki,8,1132.0,1
3570,B,kapal,5,5,150.0,5,sedang,Perempuan,61,1091.0,1
3571,A,kapal,6,5,254.0,4,rendah,Laki-laki,7,1674.0,0
3572,A,kapal,3,4,192.0,3,sedang,Perempuan,31,3331.0,1
3573,F,kapal,4,1,171.0,2,rendah,Perempuan,6,5719.0,1
3574,F,darat,5,5,210.0,3,sedang,Laki-laki,8,5906.0,1
3575,D,kapal,3,4,231.0,3,sedang,Laki-laki,39,3792.0,1
3576,C,darat,4,2,161.0,3,sedang,Perempuan,10,1928.0,1
3577,F,kapal,4,5,182.0,2,sedang,Perempuan,10,5098.0,1
3578,D,pesawat,4,4,215.0,2,rendah,Perempuan,7,5151.0,1
3579,D,pesawat,5,5,229.0,6,rendah,Perempuan,6,1857.0,0
3580,A,kapal,4,3,169.0,3,rendah,Perempuan,8,4613.0,0
3581,B,kapal,2,2,160.0,3,rendah,Laki-laki,48,1691.0,1
3582,A,kapal,4,2,139.0,3,sedang,Laki-laki,5,1674.0,1
3583,C,kapal,3,3,205.0,2,sedang,Perempuan,54,2427.0,1
3584,B,kapal,3,5,144.0,2,sedang,Laki-laki,2,4629.0,1
3585,D,kapal,4,5,227.0,3,rendah,Laki-laki,65,3984.0,1
3586,C,pesawat,6,3,296.0,4,rendah,Perempuan,4,1650.0,0
3587,C,kapal,5,1,137.0,2,rendah,Laki-laki,9,4580.0,1
3588,D,kapal,3,2,204.0,3,rendah,Perempuan,8,4586.0,1
3589,B,darat,5,3,237.0,5,sedang,Perempuan,2,1869.0,1
3590,F,pesawat,3,4,239.0,8,tinggi,Laki-laki,4,4192.0,0
3591,F,kapal,3,1,207.0,4,rendah,Laki-laki,9,4252.0,0
3592,A,kapal,3,1,231.0,3,rendah,Laki-laki,1,5392.0,1
3593,B,kapal,3,5,109.0,4,sedang,Perempuan,4,4308.0,0
3594,F,kapal,4,1,169.0,2,rendah,Laki-laki,2,5702.0,1
3595,C,pesawat,3,1,138.0,3,sedang,Perempuan,7,5534.0,0
3596,C,kapal,3,4,253.0,3,rendah,Laki-laki,6,3788.0,1
3597,F,kapal,5,5,227.0,3,sedang,Laki-laki,36,3952.0,1
3598,A,kapal,7,5,250.0,4,rendah,Laki-laki,1,1690.0,1
3599,D,kapal,5,3,190.0,3,rendah,Laki-laki,52,2611.0,1
3600,F,darat,4,3,237.0,2,sedang,Laki-laki,22,2912.0,1
3601,F,kapal,4,5,232.0,5,rendah,Perempuan,3,1817.0,0
3602,B,pesawat,3,2,178.0,3,rendah,Laki-laki,4,5119.0,1
3603,F,pesawat,4,4,145.0,2,sedang,Laki-laki,8,5645.0,1
3604,B,darat,2,2,247.0,3,sedang,Perempuan,9,4284.0,1
3605,F,pesawat,6,1,254.0,4,sedang,Perempuan,3,1488.0,1
3606,A,kapal,3,2,271.0,5,rendah,Laki-laki,5,4880.0,0
3607,C,kapal,3,4,145.0,8,rendah,Perempuan,24,1594.0,1
3608,F,kapal,4,2,222.0,3,tinggi,Perempuan,9,5337.0,0
3609,F,kapal,5,3,263.0,5,sedang,Perempuan,6,1192.0,0
3610,B,kapal,4,4,181.0,3,rendah,Laki-laki,44,2070.0,1
3611,A,kapal,3,1,185.0,4,rendah,Perempuan,35,3648.0,1
3612,A,kapal,3,3,213.0,10,sedang,Laki-laki,2,4847.0,0
3613,F,darat,5,5,275.0,3,rendah,Perempuan,9,1691.0,1
3614,D,kapal,5,3,237.0,3,tinggi,Laki-laki,7,4208.0,1
3615,A,kapal,3,3,213.0,3,sedang,Laki-laki,7,4133.0,0
3616,C,kapal,3,4,221.0,3,rendah,Laki-laki,10,4927.0,1
3617,C,kapal,4,3,197.0,2,rendah,Laki-laki,7,5449.0,0
3618,B,kapal,4,1,273.0,3,rendah,Perempuan,5,5323.0,0
3619,F,kapal,3,1,185.0,3,rendah,Laki-laki,61,3280.0,1
3620,D,pesawat,4,2,203.0,5,rendah,Perempuan,20,3098.0,1
3621,C,kapal,4,1,244.0,2,rendah,Perempuan,3,4644.0,1
3622,F,kapal,3,5,197.0,3,rendah,Laki-laki,3,5658.0,0
3623,A,kapal,5,2,168.0,2,rendah,Laki-laki,6,5464.0,1
3624,D,kapal,4,4,161.0,4,rendah,Perempuan,14,1194.0,1
3625,C,kapal,4,5,259.0,5,rendah,Perempuan,9,1951.0,1
3626,F,kapal,3,3,225.0,2,sedang,Laki-laki,55,2259.0,1
3627,A,kapal,4,3,192.0,4,rendah,Perempuan,2,1830.0,0
3628,B,kapal,6,3,213.0,4,rendah,Perempuan,2,5349.0,0
3629,D,kapal,5,4,161.0,5,sedang,Laki-laki,1,5779.0,1
3630,A,kapal,4,3,162.0,10,tinggi,Laki-laki,25,1764.0,1
3631,F,kapal,6,5,255.0,4,rendah,Laki-laki,3,1624.0,1
3632,A,kapal,4,4,163.0,3,rendah,Laki-laki,3,4185.0,1
3633,F,kapal,5,5,216.0,4,sedang,Perempuan,1,4092.0,1
3634,A,kapal,3,3,187.0,3,rendah,Perempuan,63,2481.0,1
3635,B,kapal,4,2,248.0,6,rendah,Laki-laki,1,1415.0,1
3636,A,kapal,3,3,193.0,2,rendah,Perempuan,60,2581.0,1
3637,C,kapal,5,5,263.0,5,sedang,Laki-laki,2,1417.0,0
3638,B,kapal,4,1,97.0,2,tinggi,Laki-laki,15,1836.0,1
3639,B,kapal,4,3,264.0,3,rendah,Perempuan,39,2213.0,1
3640,F,kapal,4,2,231.0,5,rendah,Laki-laki,7,4718.0,0
3641,F,kapal,5,1,201.0,2,sedang,Perempuan,54,2158.0,1
3642,C,kapal,5,5,134.0,2,sedang,Laki-laki,53,1088.0,1
3643,F,kapal,3,2,204.0,2,tinggi,Perempuan,2,5526.0,0
3644,B,kapal,3,1,169.0,10,sedang,Perempuan,15,1107.0,1
3645,F,kapal,4,4,147.0,3,rendah,Laki-laki,13,1145.0,1
3646,B,kapal,3,1,184.0,3,sedang,Perempuan,49,2823.0,1
3647,D,kapal,2,4,252.0,4,sedang,Laki-laki,4,4787.0,0
3648,F,darat,5,4,242.0,5,rendah,Perempuan,10,1365.0,0
3649,F,pesawat,5,2,240.0,3,rendah,Laki-laki,7,4744.0,1
3650,C,darat,3,3,162.0,2,sedang,Laki-laki,7,5719.0,1
3651,D,darat,4,1,133.0,2,sedang,Laki-laki,1,5274.0,1
3652,F,kapal,6,4,222.0,8,rendah,Perempuan,1,5808.0,1
3653,C,kapal,3,4,193.0,2,sedang,Laki-laki,48,3909.0,1
3654,D,pesawat,3,4,209.0,3,tinggi,Perempuan,37,3650.0,1
3655,C,kapal,5,5,261.0,8,sedang,Laki-laki,39,2103.0,1
3656,F,kapal,3,2,153.0,10,,Perempuan,7,5305.0,0
3657,A,kapal,4,2,192.0,6,tinggi,Perempuan,3,5173.0,0
3658,C,darat,6,3,298.0,4,rendah,Perempuan,1,1657.0,0
3659,A,kapal,6,3,273.0,5,rendah,Laki-laki,8,1746.0,1
3660,A,kapal,4,4,134.0,5,sedang,Laki-laki,2,5865.0,1
3661,C,kapal,3,1,263.0,3,sedang,Perempuan,4,4208.0,0
3662,A,kapal,3,1,179.0,2,sedang,Laki-laki,2,4085.0,0
3663,A,kapal,5,3,199.0,4,sedang,Perempuan,8,5362.0,0
3664,F,kapal,4,1,159.0,4,rendah,Laki-laki,5,5420.0,1
3665,C,kapal,7,3,289.0,4,,Perempuan,3,1037.0,1
3666,F,kapal,4,4,139.0,3,sedang,Laki-laki,2,5135.0,0
3667,C,pesawat,3,1,101.0,3,sedang,Laki-laki,7,4275.0,1
3668,B,kapal,3,5,168.0,3,rendah,Perempuan,5,1143.0,1
3669,D,kapal,5,4,160.0,3,tinggi,Laki-laki,10,5527.0,0
3670,A,kapal,4,1,190.0,10,rendah,Perempuan,35,3819.0,1
3671,A,kapal,5,4,236.0,5,rendah,Laki-laki,6,1829.0,1
3672,D,kapal,2,5,233.0,3,sedang,Laki-laki,10,5211.0,1
3673,F,kapal,5,1,144.0,2,rendah,Perempuan,20,1082.0,1
3674,C,pesawat,5,2,116.0,5,tinggi,Perempuan,56,1130.0,1
3675,B,darat,5,2,223.0,5,sedang,Laki-laki,5,1484.0,1
3676,D,kapal,4,5,216.0,4,sedang,Perempuan,1,4458.0,1
3677,F,kapal,5,2,248.0,5,rendah,Laki-laki,4,1284.0,1
3678,D,kapal,4,4,212.0,4,sedang,Perempuan,2,3830.0,1
3679,A,darat,3,5,139.0,2,rendah,Laki-laki,2,5839.0,0
3680,B,kapal,3,4,259.0,2,sedang,Perempuan,3,4154.0,1
3681,A,kapal,4,1,197.0,3,tinggi,Laki-laki,9,4917.0,0
3682,B,darat,3,5,194.0,4,sedang,Perempuan,21,2695.0,1
3683,A,kapal,6,5,139.0,6,sedang,Perempuan,10,1081.0,1
3684,D,pesawat,4,5,223.0,3,sedang,Laki-laki,7,5832.0,1
3685,F,pesawat,6,1,247.0,6,sedang,Perempuan,6,4691.0,0
3686,D,darat,3,2,229.0,3,rendah,Laki-laki,2,4447.0,1
3687,D,darat,2,1,157.0,3,rendah,Laki-laki,58,1930.0,1
3688,F,kapal,3,2,188.0,5,sedang,Laki-laki,7,5673.0,0
3689,A,darat,4,3,152.0,3,rendah,Laki-laki,58,1453.0,1
3690,F,darat,3,1,257.0,2,rendah,Laki-laki,6,4897.0,1
3691,A,darat,6,2,290.0,5,sedang,Laki-laki,8,1512.0,1
3692,B,kapal,3,4,234.0,2,sedang,Laki-laki,52,3543.0,1
3693,D,darat,3,4,273.0,4,sedang,Laki-laki,4,5361.0,0
3694,B,darat,5,1,274.0,2,tinggi,Perempuan,8,4647.0,1
3695,F,kapal,3,1,137.0,3,rendah,Laki-laki,47,1611.0,1
3696,A,kapal,3,3,307.0,5,rendah,Perempuan,3,1578.0,1
3697,D,kapal,4,3,246.0,5,rendah,Laki-laki,5,1395.0,0
3698,F,darat,4,5,159.0,3,rendah,Laki-laki,2,1048.0,1
3699,F,pesawat,5,4,147.0,3,sedang,Laki-laki,23,1132.0,1
3700,D,darat,6,4,201.0,4,rendah,Perempuan,8,5355.0,1
3701,F,kapal,3,2,,4,rendah,Laki-laki,62,1090.0,1
3702,F,kapal,3,1,202.0,3,rendah,Perempuan,1,3738.0,1
3703,F,pesawat,5,3,165.0,2,sedang,Laki-laki,51,1429.0,1
3704,B,kapal,7,2,285.0,4,rendah,Laki-laki,2,1491.0,1
3705,A,kapal,3,5,204.0,2,rendah,Perempuan,1,4025.0,1
3706,B,kapal,5,4,260.0,5,rendah,Laki-laki,5,,0
3707,F,kapal,2,3,164.0,2,sedang,Laki-laki,64,1689.0,1
3708,A,kapal,2,2,161.0,2,sedang,Perempuan,1,1642.0,1
3709,F,kapal,3,3,229.0,6,sedang,Perempuan,61,2298.0,1
3710,F,kapal,5,3,227.0,4,rendah,Perempuan,10,1317.0,1
3711,D,darat,3,4,185.0,4,sedang,Perempuan,6,5322.0,0
3712,F,kapal,6,5,305.0,4,rendah,Perempuan,6,1787.0,1
3713,F,kapal,2,2,206.0,5,rendah,Perempuan,7,5203.0,0
3714,D,pesawat,3,2,190.0,3,sedang,Laki-laki,18,2715.0,1
3715,C,kapal,5,3,210.0,6,rendah,Laki-laki,6,4203.0,1
3716,A,kapal,3,1,153.0,2,rendah,Laki-laki,6,4996.0,0
3717,B,kapal,6,5,161.0,4,sedang,Perempuan,20,1338.0,1
3718,F,kapal,6,5,215.0,4,sedang,Laki-laki,5,5409.0,1
3719,C,kapal,3,1,137.0,5,,Perempuan,8,4980.0,1
3720,D,darat,4,3,192.0,4,tinggi,Perempuan,1,5669.0,1
3721,D,darat,6,3,235.0,3,rendah,Perempuan,7,4829.0,1
3722,F,kapal,5,3,218.0,5,sedang,Perempuan,4,1433.0,0
3723,D,kapal,3,4,202.0,2,sedang,Perempuan,6,5030.0,0
3724,A,pesawat,4,2,163.0,4,sedang,Perempuan,5,5751.0,0
3725,F,darat,3,5,226.0,2,sedang,Laki-laki,3,4208.0,1
3726,F,darat,4,1,140.0,3,sedang,Laki-laki,9,1431.0,1
3727,F,darat,5,5,156.0,3,rendah,Perempuan,5,5398.0,1
3728,C,kapal,5,2,272.0,3,tinggi,Laki-laki,5,4972.0,0
3729,D,kapal,4,4,180.0,3,rendah,Laki-laki,3,,0
3730,A,kapal,5,1,257.0,5,tinggi,Perempuan,2,1323.0,0
3731,F,kapal,4,2,247.0,5,,Perempuan,17,3630.0,1
3732,F,darat,4,4,164.0,4,sedang,Perempuan,1,4365.0,1
3733,B,kapal,3,4,160.0,3,sedang,Laki-laki,3,5662.0,0
3734,D,pesawat,3,1,185.0,3,sedang,Laki-laki,7,5474.0,1
3735,D,kapal,3,5,199.0,3,sedang,Perempuan,62,3259.0,1
3736,D,kapal,4,5,268.0,2,tinggi,Laki-laki,32,3675.0,1
3737,C,pesawat,4,4,214.0,3,rendah,Laki-laki,36,2684.0,1
3738,B,kapal,3,5,192.0,4,sedang,Perempuan,7,4741.0,1
3739,A,kapal,4,3,192.0,3,sedang,Perempuan,10,4086.0,1
3740,F,kapal,2,2,254.0,2,rendah,Perempuan,8,5827.0,0
3741,F,kapal,3,1,170.0,2,rendah,Perempuan,2,5662.0,1
3742,F,kapal,5,1,187.0,4,sedang,Perempuan,8,5164.0,0
3743,A,kapal,6,4,306.0,4,rendah,Perempuan,6,1461.0,0
3744,D,kapal,3,3,182.0,4,rendah,Perempuan,2,4746.0,1
3745,F,kapal,4,4,166.0,2,rendah,Laki-laki,8,5192.0,0
3746,B,pesawat,3,1,167.0,3,rendah,Laki-laki,1,1252.0,1
3747,A,kapal,3,3,206.0,3,rendah,Perempuan,3,5746.0,1
3748,F,kapal,6,3,244.0,5,sedang,Perempuan,5,1092.0,0
3749,D,pesawat,3,3,238.0,8,sedang,Perempuan,3,4943.0,0
3750,A,kapal,4,2,177.0,3,sedang,Laki-laki,5,5757.0,0
3751,F,darat,3,5,241.0,3,rendah,Perempuan,5,4861.0,1
3752,F,pesawat,3,3,161.0,3,rendah,Perempuan,24,1920.0,1
3753,F,kapal,5,3,134.0,2,rendah,Laki-laki,10,5279.0,1
3754,B,kapal,3,1,232.0,4,sedang,Perempuan,51,2899.0,1
3755,F,kapal,3,3,162.0,3,sedang,Laki-laki,7,1901.0,1
3756,B,pesawat,4,5,155.0,2,sedang,Laki-laki,41,1367.0,1
3757,F,darat,4,4,142.0,10,tinggi,Perempuan,7,5425.0,1
3758,F,kapal,6,2,300.0,5,rendah,Laki-laki,3,1696.0,0
3759,F,kapal,4,4,144.0,3,rendah,Perempuan,7,5351.0,1
3760,C,kapal,3,3,146.0,2,,Laki-laki,50,,1
3761,F,pesawat,4,2,203.0,3,rendah,Perempuan,9,5296.0,1
3762,B,kapal,3,2,179.0,3,rendah,Laki-laki,4,4102.0,1
3763,B,kapal,5,3,156.0,2,rendah,Laki-laki,1,1147.0,1
3764,C,kapal,4,3,161.0,7,sedang,Laki-laki,63,1496.0,1
3765,A,darat,5,3,174.0,3,sedang,Perempuan,7,5510.0,1
3766,F,pesawat,4,1,267.0,2,sedang,Laki-laki,9,5230.0,1
3767,F,kapal,3,1,146.0,3,sedang,Laki-laki,16,1714.0,1
3768,C,kapal,7,4,261.0,5,rendah,Laki-laki,6,1334.0,0
3769,A,darat,5,1,268.0,5,sedang,Laki-laki,1,4704.0,0
3770,B,darat,5,4,271.0,5,rendah,Laki-laki,4,1320.0,0
3771,F,kapal,4,5,170.0,2,rendah,Perempuan,57,,1
3772,F,pesawat,4,5,228.0,4,rendah,Laki-laki,4,4750.0,0
3773,B,kapal,3,1,239.0,2,sedang,Perempuan,2,5757.0,1
3774,C,darat,6,3,127.0,3,sedang,Perempuan,7,5574.0,1
3775,F,kapal,4,4,133.0,2,rendah,Perempuan,10,4768.0,1
3776,C,darat,4,1,226.0,3,rendah,Perempuan,28,2211.0,1
3777,A,kapal,3,4,164.0,3,rendah,Perempuan,4,4796.0,0
3778,F,kapal,5,1,245.0,3,rendah,Laki-laki,6,4343.0,1
3779,B,kapal,5,2,266.0,7,rendah,Laki-laki,40,2304.0,1
3780,D,kapal,4,2,223.0,5,sedang,Perempuan,8,1559.0,1
3781,D,kapal,7,2,296.0,4,rendah,Perempuan,6,1005.0,1
3782,F,darat,4,3,217.0,3,rendah,Laki-laki,51,3144.0,1
3783,B,kapal,3,2,256.0,2,sedang,Perempuan,9,4228.0,1
3784,A,darat,4,4,184.0,3,tinggi,Perempuan,27,3967.0,1
3785,C,darat,5,2,234.0,6,rendah,Perempuan,58,2448.0,1
3786,A,kapal,6,4,286.0,4,sedang,Perempuan,1,1570.0,0
3787,F,kapal,6,4,230.0,4,rendah,Laki-laki,3,4736.0,1
3788,B,kapal,2,1,229.0,4,rendah,Perempuan,11,3614.0,1
3789,C,kapal,6,1,215.0,5,sedang,Perempuan,5,4362.0,0
3790,F,pesawat,5,1,282.0,5,rendah,Laki-laki,6,5182.0,1
3791,B,darat,4,1,238.0,5,sedang,Perempuan,3,1913.0,0
3792,B,kapal,3,1,242.0,6,rendah,Laki-laki,10,5493.0,1
3793,B,pesawat,2,5,193.0,5,sedang,Perempuan,13,2882.0,1
3794,C,kapal,4,4,209.0,3,sedang,Laki-laki,37,3026.0,1
3795,D,kapal,3,2,157.0,2,rendah,Laki-laki,29,1115.0,1
3796,D,darat,2,5,170.0,5,rendah,Perempuan,10,5621.0,1
3797,C,kapal,6,1,105.0,5,rendah,Perempuan,57,1784.0,1
3798,A,darat,2,3,154.0,4,tinggi,Perempuan,17,1897.0,1
3799,A,darat,4,5,277.0,5,sedang,Perempuan,32,1055.0,1
3800,C,kapal,5,3,162.0,4,rendah,Perempuan,6,1968.0,0
3801,F,kapal,6,2,268.0,4,rendah,Perempuan,7,1274.0,0
3802,F,kapal,3,4,211.0,3,rendah,Perempuan,6,5890.0,0
3803,F,kapal,5,4,226.0,5,rendah,Laki-laki,47,2240.0,1
3804,C,kapal,2,3,,3,rendah,Perempuan,23,1372.0,1
3805,B,kapal,5,5,240.0,5,rendah,Laki-laki,8,1750.0,1
3806,A,kapal,4,5,243.0,4,rendah,Perempuan,1,5328.0,0
3807,B,kapal,6,2,254.0,5,rendah,Laki-laki,7,1638.0,1
3808,F,kapal,4,4,104.0,4,rendah,Laki-laki,6,4323.0,1
3809,B,kapal,3,1,202.0,2,tinggi,Perempuan,21,,1
3810,F,darat,3,1,179.0,2,rendah,Laki-laki,3,5159.0,1
3811,A,kapal,4,3,135.0,3,sedang,Perempuan,11,1322.0,1
3812,A,kapal,5,5,238.0,6,rendah,Perempuan,3,1965.0,1
3813,B,kapal,3,3,139.0,2,rendah,Laki-laki,9,1177.0,1
3814,D,pesawat,3,5,157.0,4,sedang,Laki-laki,26,1969.0,1
3815,C,pesawat,4,1,265.0,3,sedang,Laki-laki,3,,0
3816,A,kapal,5,1,275.0,5,rendah,Laki-laki,7,1623.0,1
3817,D,kapal,5,3,255.0,4,sedang,Perempuan,4,4178.0,1
3818,B,pesawat,4,3,149.0,3,sedang,Perempuan,3,4781.0,1
3819,F,pesawat,3,4,190.0,10,sedang,Perempuan,32,2064.0,1
3820,C,pesawat,3,4,138.0,2,sedang,Perempuan,8,4837.0,0
3821,F,kapal,3,4,,3,sedang,Laki-laki,13,2148.0,1
3822,B,kapal,5,3,182.0,2,rendah,Laki-laki,4,5579.0,0
3823,A,kapal,3,1,235.0,10,rendah,Laki-laki,7,2991.0,1
3824,C,kapal,5,5,143.0,2,tinggi,Perempuan,18,1066.0,1
3825,F,kapal,3,3,149.0,4,sedang,Perempuan,3,5944.0,1
3826,F,kapal,2,4,167.0,2,sedang,Laki-laki,1,4344.0,0
3827,D,kapal,3,3,114.0,6,rendah,Perempuan,26,1825.0,1
3828,D,kapal,5,2,111.0,5,sedang,Laki-laki,3,1711.0,1
3829,A,pesawat,3,3,204.0,3,rendah,Laki-laki,6,5296.0,1
3830,C,kapal,4,1,221.0,3,rendah,Perempuan,3,2546.0,1
3831,B,kapal,3,2,161.0,3,sedang,Perempuan,1,5757.0,0
3832,B,pesawat,5,4,149.0,3,rendah,Laki-laki,51,1645.0,1
3833,A,kapal,5,1,241.0,3,rendah,Perempuan,7,5134.0,1
3834,F,kapal,3,4,260.0,3,rendah,Perempuan,8,5215.0,0
3835,D,darat,5,5,189.0,4,tinggi,Perempuan,16,3564.0,1
3836,F,pesawat,4,4,264.0,3,sedang,Perempuan,9,5555.0,1
3837,F,pesawat,4,2,192.0,4,rendah,Perempuan,61,2256.0,1
3838,B,kapal,5,1,245.0,5,rendah,Laki-laki,9,1694.0,1
3839,B,darat,4,2,239.0,3,rendah,Perempuan,65,3679.0,1
3840,A,kapal,3,3,148.0,2,rendah,Laki-laki,39,1402.0,1
3841,C,kapal,4,3,186.0,2,rendah,Laki-laki,7,4947.0,1
3842,A,kapal,5,2,210.0,7,sedang,Perempuan,4,4525.0,1
3843,C,kapal,2,2,226.0,3,rendah,Laki-laki,5,5875.0,0
3844,C,pesawat,5,5,162.0,3,rendah,Laki-laki,41,1462.0,1
3845,B,kapal,5,5,166.0,2,tinggi,Perempuan,2,4562.0,1
3846,C,kapal,4,3,252.0,2,sedang,Laki-laki,1,2336.0,1
3847,A,kapal,4,2,271.0,5,sedang,Laki-laki,4,1633.0,1
3848,C,pesawat,2,4,168.0,3,rendah,Perempuan,15,1886.0,1
3849,D,darat,6,1,127.0,3,rendah,Perempuan,8,5976.0,1
3850,C,kapal,3,2,212.0,3,sedang,Laki-laki,10,4117.0,0
3851,D,darat,5,3,222.0,6,rendah,Laki-laki,9,1656.0,0
3852,A,darat,3,3,245.0,2,rendah,Perempuan,4,4719.0,1
3853,F,pesawat,4,3,205.0,2,sedang,Laki-laki,10,4178.0,1
3854,F,kapal,5,4,219.0,2,sedang,Perempuan,5,4919.0,1
3855,A,pesawat,5,1,262.0,2,tinggi,Laki-laki,9,5008.0,0
3856,D,pesawat,3,3,199.0,3,sedang,Perempuan,1,4006.0,1
3857,C,pesawat,4,2,142.0,3,sedang,Perempuan,6,4918.0,0
3858,D,darat,4,3,179.0,3,rendah,Perempuan,3,5495.0,1
3859,F,kapal,4,3,242.0,2,sedang,Laki-laki,2,5879.0,0
3860,B,kapal,6,5,165.0,6,rendah,Perempuan,6,1529.0,1
3861,F,kapal,3,5,176.0,2,sedang,Perempuan,8,5597.0,1
3862,F,kapal,4,5,239.0,3,sedang,Laki-laki,1,5482.0,1
3863,B,kapal,4,2,268.0,6,sedang,Laki-laki,2,4348.0,0
3864,B,kapal,3,3,224.0,2,rendah,Perempuan,37,3220.0,1
3865,A,pesawat,7,5,260.0,4,rendah,Perempuan,3,1930.0,1
3866,F,kapal,3,4,189.0,6,rendah,Perempuan,9,4668.0,1
3867,C,darat,4,3,256.0,3,sedang,Laki-laki,3,4480.0,0
3868,F,darat,2,2,129.0,3,sedang,Perempuan,22,6614.0,1
3869,B,kapal,5,2,268.0,3,rendah,Laki-laki,19,2526.0,1
3870,F,kapal,4,5,198.0,2,sedang,Laki-laki,51,2820.0,1
3871,A,darat,3,3,150.0,2,sedang,Perempuan,61,1053.0,1
3872,D,darat,4,3,164.0,3,rendah,Laki-laki,28,1880.0,1
3873,F,darat,5,1,228.0,5,rendah,Perempuan,4,1316.0,0
3874,D,kapal,4,1,234.0,3,rendah,Perempuan,8,4996.0,0
3875,F,kapal,4,1,265.0,4,rendah,Perempuan,30,3896.0,1
3876,F,kapal,5,5,,6,rendah,Perempuan,5,1418.0,1
3877,A,kapal,5,1,222.0,4,rendah,Laki-laki,63,3506.0,1
3878,F,kapal,4,3,160.0,2,sedang,Perempuan,38,1961.0,1
3879,B,kapal,3,3,179.0,2,rendah,Perempuan,60,1808.0,1
3880,F,pesawat,3,1,214.0,2,rendah,Perempuan,3,5595.0,1
3881,D,kapal,3,5,156.0,4,sedang,Perempuan,26,1769.0,1
3882,C,kapal,4,5,246.0,3,sedang,Perempuan,7,4956.0,0
3883,C,kapal,6,3,195.0,2,sedang,Laki-laki,21,3869.0,1
3884,B,pesawat,5,4,189.0,5,rendah,Laki-laki,3,3301.0,1
3885,B,kapal,4,1,201.0,4,sedang,Laki-laki,59,2925.0,1
3886,D,darat,6,2,240.0,6,rendah,Laki-laki,3,5967.0,1
3887,A,pesawat,3,1,154.0,2,rendah,Perempuan,10,5594.0,1
3888,C,pesawat,6,3,274.0,4,rendah,Laki-laki,2,1833.0,1
3889,C,pesawat,4,5,217.0,4,sedang,Perempuan,3,5966.0,0
3890,B,kapal,3,2,138.0,3,sedang,Perempuan,34,1159.0,1
3891,F,kapal,2,3,226.0,3,rendah,Laki-laki,8,5119.0,0
3892,D,kapal,3,2,204.0,10,sedang,Perempuan,10,4534.0,0
3893,F,darat,3,2,253.0,3,rendah,Perempuan,7,4915.0,0
